Numero CAS;NOM SA;CLASSEMENT RÉFÉRENCE;CLASSEMENT DATE;CLASSEMENT CATÉGORIE DANGER;CLASSEMENT CODE H;CLASSEMENT MENTION DANGER;FACTEUR M VALEUR;FACTEUR M ORIGINE;FACTEUR M DATE
23135-22-0;oxamyl;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie cutanée), catégorie 4;H312;Nocif par contact cutané;;;
23135-22-0;oxamyl;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 2;H300;Mortel en cas d'ingestion;;;
23135-22-0;oxamyl;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par inhalation), catégorie 2;H330;Mortel par inhalation;;;
23135-22-0;oxamyl;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;UE;16/12/2008
1003318-67-9;oxathiapiprolin;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;19/05/2020
42874-03-3;oxyfluorfene;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;23/04/2014;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;ANSES;18/04/2014
42874-03-3;oxyfluorfene;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;23/04/2014;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
42874-03-3;oxyfluorfene;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;23/04/2014;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;ANSES;18/04/2014
76738-62-0;paclobutrazol;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;13/04/2016
76738-62-0;paclobutrazol;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;13/04/2016
76738-62-0;paclobutrazol;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
76738-62-0;paclobutrazol;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
76738-62-0;paclobutrazol;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
76738-62-0;paclobutrazol;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
66246-88-6;penconazole;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;05/06/2014
66246-88-6;penconazole;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;05/06/2014
66246-88-6;penconazole;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
66246-88-6;penconazole;Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008);05/06/2014;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
40487-42-1;pendimethaline;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;16/12/2008
40487-42-1;pendimethaline;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;16/12/2008
40487-42-1;pendimethaline;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
219714-96-2;penoxsulame;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;17/09/2013
219714-96-2;penoxsulame;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;17/09/2013
183675-82-3;penthiopyrad;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;04/05/2017
183675-82-3;penthiopyrad;Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008);04/05/2017;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;04/05/2017
106700-29-2;pethoxamid;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
106700-29-2;pethoxamid;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
106700-29-2;pethoxamid;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;19/07/2013
106700-29-2;pethoxamid;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;19/07/2013
13684-63-4;phenmediphame;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;11/03/2021
13684-63-4;phenmediphame;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;11/03/2021
732-11-6;phosmet;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
732-11-6;phosmet;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité aiguë (par voie orale), catégorie 3;H301;Toxique en cas d'ingestion;;;
732-11-6;phosmet;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité spécifique pour certains organes cibles - Exposition unique, catégorie 1;H370;Risque avéré d'effets graves pour les organes;;;
732-11-6;phosmet;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;16/12/2008
732-11-6;phosmet;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;16/12/2008
732-11-6;phosmet;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité pour la reproduction, catégorie 2(f);H361f;Susceptible de nuire à la fertilité ;;;
10045-86-0;phosphate ferrique;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Sans classement;Sans classement;Sans classement;;;
20859-73-8;phosphure d'aluminium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par voie cutanée), catégorie 3;H311;Toxique par contact cutané;;;
20859-73-8;phosphure d'aluminium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par voie orale), catégorie 2;H300;Mortel en cas d'ingestion;;;
20859-73-8;phosphure d'aluminium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par inhalation), catégorie 2;H330;Mortel par inhalation;;;
20859-73-8;phosphure d'aluminium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables, catégorie 1;H260;Dégage, au contact de l'eau, des gaz inflammables qui peuvent s'enflammer spontanément;;;
20859-73-8;phosphure d'aluminium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;02/10/2013
12057-74-8;phosphure de magnesium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10000;UE;28/10/2016
12057-74-8;phosphure de magnesium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables, catégorie 1;H260;Dégage, au contact de l'eau, des gaz inflammables qui peuvent s'enflammer spontanément;;;
12057-74-8;phosphure de magnesium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par voie orale), catégorie 2;H300;Mortel en cas d'ingestion;;;
12057-74-8;phosphure de magnesium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par voie cutanée), catégorie 3;H311;Toxique par contact cutané;;;
12057-74-8;phosphure de magnesium;Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008);02/10/2013;Toxicité aiguë (par inhalation), catégorie 1;H330;Mortel par inhalation;;;
1918-02-1 ;piclorame;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;27/06/2023;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
1918-02-1 ;piclorame;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;27/06/2023;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;;;
137641-05-5;picolinafen;Règlement (UE) N° 2024/197, 21ème adaptation au progrès technique, Règlement (CE) N° 1272/2008 (ATP 21);19/10/2023;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
137641-05-5;picolinafen;Règlement (UE) N° 2024/197, 21ème adaptation au progrès technique, Règlement (CE) N° 1272/2008 (ATP 21);19/10/2023;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;UE;19/10/2023
137641-05-5;picolinafen;Règlement (UE) N° 2024/197, 21ème adaptation au progrès technique, Règlement (CE) N° 1272/2008 (ATP 21);19/10/2023;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;UE;19/10/2023
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité spécifique pour certains organes cibles - Exposition unique - Irritation des voies respiratoires, catégorie 3;H335;Peut irriter les voies respiratoires;;;
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;04/10/2018
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;UE;04/10/2018
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
243973-20-8;pinoxaden;Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008);04/10/2018;Sensibilisation cutanée, catégorie 1A;H317;Peut provoquer une allergie cutanée;;;
51-03-6;piperonyl butoxide;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;16/02/2022
51-03-6;piperonyl butoxide;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;16/02/2022
51-03-6;piperonyl butoxide;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
51-03-6;piperonyl butoxide;Règlement (UE) N°2022-692 (18e ATP au Règlement 1272/2008);16/02/2022;Toxicité spécifique pour certains organes cibles - Exposition unique - Irritation des voies respiratoires, catégorie 3;H335;Peut irriter les voies respiratoires;;;
13977-65-6  13492-26-7;potassium phosphonates;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;15/07/2009;Sans classement;Sans classement;Sans classement;;;
127277-53-6;prohexadione-calcium;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;09/07/2014;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
24579-73-5;propamocarbe;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;15/07/2009;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
111479-05-1;propaquizafop;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;ANSES;10/10/2014
111479-05-1;propaquizafop;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
111479-05-1;propaquizafop;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;ANSES;10/10/2014
181274-15-7;propoxycarbazone;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;
181274-15-7;propoxycarbazone;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;UE;
23950-58-5;propyzamide;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
23950-58-5;propyzamide;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;25/03/2022
